Year,Electorate,Party,PVI
2008,Waimakariri,United,0.000602064
2008,Wairarapa,ACT,0.008419629
2008,Wairarapa,Alliance/Progressive,-0.001623741
2008,Wairarapa,Conservative,-0.000712606
2008,Wairarapa,Green,-0.008583341
2008,Wairarapa,Labour,-0.026457363
2008,Wairarapa,Māori,-0.016655207
2008,Wairarapa,National,0.036088794
2008,Wairarapa,NZ First,0.015135522
2008,Wairarapa,Other,-0.003913751
2008,Wairarapa,United,-0.001697936
2008,Waitākere,ACT,0.003615639
2008,Waitākere,Alliance/Progressive,-0.000424681
2008,Waitākere,Conservative,-0.002112936
2008,Waitākere,Green,0.02240773
2008,Waitākere,Labour,0.033505471
2008,Waitākere,Māori,-0.016355947
2008,Waitākere,National,-0.036052302
2008,Waitākere,NZ First,-0.006067918
2008,Waitākere,Other,0.002283669
2008,Waitākere,United,-0.000798726
2008,Waitaki,ACT,-0.000383961
2008,Waitaki,Alliance/Progressive,0.001075169
2008,Waitaki,Conservative,-0.000613086
2008,Waitaki,Green,0.00400957
2008,Waitaki,Labour,-0.03788739
2008,Waitaki,Māori,-0.019355647
2008,Waitaki,National,0.063637729
2008,Waitaki,NZ First,-0.005068018
2008,Waitaki,Other,-0.003915711
2008,Waitaki,United,-0.001498656
2008,Wellington Bays,ACT,-0.01458471
2008,Wellington Bays,Alliance/Progressive,-0.001425421
2008,Wellington Bays,Conservative,-0.001413406
2008,Wellington Bays,Green,0.112780726
2008,Wellington Bays,Labour,0.078759254
2008,Wellington Bays,Māori,-0.014457067
2008,Wellington Bays,National,-0.136773254
2008,Wellington Bays,NZ First,-0.016869197
2008,Wellington Bays,Other,-0.00571731
2008,Wellington Bays,United,-0.000299616
2008,Wellington North,ACT,0.004719629
2008,Wellington North,Alliance/Progressive,-0.002723741
2008,Wellington North,Conservative,-0.003112606
2008,Wellington North,Green,0.114716659
2008,Wellington North,Labour,-0.009557363
2008,Wellington North,Māori,-0.015455207
2008,Wellington North,National,-0.055911206
2008,Wellington North,NZ First,-0.024864478
2008,Wellington North,Other,-0.011013751
2008,Wellington North,United,0.003202064
2008,West Coast-Tasman,ACT,-0.01488465
2008,West Coast-Tasman,Alliance/Progressive,-0.000625581
2008,West Coast-Tasman,Conservative,0.004685374
2008,West Coast-Tasman,Green,0.039495383
2008,West Coast-Tasman,Labour,-0.00592381
2008,West Coast-Tasman,Māori,-0.017656427
2008,West Coast-Tasman,National,-0.006699268
2008,West Coast-Tasman,NZ First,-0.002971977
2008,West Coast-Tasman,Other,0.00178119
2008,West Coast-Tasman,United,0.002799764
2008,Whanganui,ACT,-0.00407393
2008,Whanganui,Alliance/Progressive,-0.001622101
2008,Whanganui,Conservative,-0.000511626
2008,Whanganui,Green,-0.013972759
2008,Whanganui,Labour,0.007011671
2008,Whanganui,Māori,-0.013953247
2008,Whanganui,National,0.019282053
2008,Whanganui,NZ First,0.010945804
2008,Whanganui,Other,-0.00140933
2008,Whanganui,United,-0.001696536
2008,Whangaparāoa,ACT,0.02641336
2008,Whangaparāoa,Alliance/Progressive,-0.004224301
2008,Whangaparāoa,Conservative,0.002686584
2008,Whangaparāoa,Green,-0.022387791
2008,Whangaparāoa,Labour,-0.135977581
2008,Whangaparāoa,Māori,-0.019455637
2008,Whangaparāoa,National,0.15482861
2008,Whangaparāoa,NZ First,0.004631012
2008,Whangaparāoa,Other,-0.005715531
2008,Whangaparāoa,United,-0.000798726
2008,Whangārei,ACT,0.00032695
2008,Whangārei,Alliance/Progressive,0.00517926
2008,Whangārei,Conservative,-0.000811686
2008,Whangārei,Green,-0.006471259
2008,Whangārei,Labour,-0.051900112
2008,Whangārei,Māori,-0.014553367
2008,Whangārei,National,0.046787554
2008,Whangārei,NZ First,0.021547924
2008,Whangārei,Other,0.00159127
2008,Whangārei,United,-0.001696536
2008,Wigram,ACT,-0.016182381
2008,Wigram,Alliance/Progressive,0.04257102
2008,Wigram,Conservative,0.002686584
2008,Wigram,Green,-0.00688934
2008,Wigram,Labour,0.047504071
2008,Wigram,Māori,-0.018655717
2008,Wigram,National,-0.045051402
2008,Wigram,NZ First,-0.009267598
2008,Wigram,Other,0.001983699
2008,Wigram,United,0.001301064
2011,Auckland Central,ACT,0.001419571
2011,Auckland Central,Alliance/Progressive,-0.000235527
2011,Auckland Central,Conservative,-0.018040355
2011,Auckland Central,Green,0.115659236
2011,Auckland Central,Labour,-0.025467742
2011,Auckland Central,Mana,-0.004005086
2011,Auckland Central,Māori,0.002335273
2011,Auckland Central,National,-0.044490922
2011,Auckland Central,NZ First,-0.0238537
2011,Auckland Central,Other,0.000534082
2011,Auckland Central,United,-0.00385483
2011,Banks Peninsula,ACT,-0.003182829
2011,Banks Peninsula,Alliance/Progressive,0.000564413
2011,Banks Peninsula,Conservative,-0.009141995
2011,Banks Peninsula,Green,0.069114187
2011,Banks Peninsula,Labour,-0.029917132
2011,Banks Peninsula,Mana,-0.008206426
2011,Banks Peninsula,Māori,-0.010068028
2011,Banks Peninsula,National,0.015924181
2011,Banks Peninsula,NZ First,-0.019662002
2011,Banks Peninsula,Other,-0.004769119
2011,Banks Peninsula,United,-0.00065525
2011,Botany,ACT,0.006815431
2011,Botany,Alliance/Progressive,-0.000235617
2011,Botany,Conservative,0.001855195
2011,Botany,Green,-0.061490623
2011,Botany,Labour,-0.09693468
2011,Botany,Mana,-0.009606536
2011,Botany,Māori,-0.011468298
2011,Botany,National,0.201257158
2011,Botany,NZ First,-0.022466292
2011,Botany,Other,-0.004970169
2011,Botany,United,-0.00275557
2011,Christchurch Central,ACT,-0.003383549
2011,Christchurch Central,Alliance/Progressive,0.000664293
2011,Christchurch Central,Conservative,-0.006443975
2011,Christchurch Central,Green,0.053897839
2011,Christchurch Central,Labour,0.002355391
2011,Christchurch Central,Mana,-0.007806716
2011,Christchurch Central,Māori,-0.009568488
2011,Christchurch Central,National,-0.012721444
2011,Christchurch Central,NZ First,-0.016666872
2011,Christchurch Central,Other,-0.000670599
2011,Christchurch Central,United,0.00034412
2011,Christchurch East,ACT,-0.006183269
2011,Christchurch East,Alliance/Progressive,0.000464313
2011,Christchurch East,Conservative,-0.005544065
2011,Christchurch East,Green,0.016501578
2011,Christchurch East,Labour,0.055350091
2011,Christchurch East,Mana,-0.008006696
2011,Christchurch East,Māori,-0.010968348
2011,Christchurch East,National,-0.036519065
2011,Christchurch East,NZ First,-0.004168121
2011,Christchurch East,Other,-0.000270639
2011,Christchurch East,United,-0.00065578
2011,Coromandel,ACT,0.002514552
2011,Coromandel,Alliance/Progressive,-0.000435607
2011,Coromandel,Conservative,0.012750207
2011,Coromandel,Green,0.007990672
2011,Coromandel,Labour,-0.100151585
2011,Coromandel,Mana,-0.008006966
2011,Coromandel,Māori,-0.009568948
2011,Coromandel,National,0.052519882
2011,Coromandel,NZ First,0.042416442
2011,Coromandel,Other,-0.000772058
2011,Coromandel,United,0.00074341
2011,Dunedin,ACT,-0.003482829
2011,Dunedin,Alliance/Progressive,0.001164413
2011,Dunedin,Conservative,-0.013141995
2011,Dunedin,Green,0.121714187
2011,Dunedin,Labour,0.057182868
2011,Dunedin,Mana,-0.005306426
2011,Dunedin,Māori,-0.010168028
2011,Dunedin,National,-0.137675819
2011,Dunedin,NZ First,-0.008962002
2011,Dunedin,Other,-0.001469119
2011,Dunedin,United,0.00014475
2011,East Cape,ACT,-0.000980909
2011,East Cape,Alliance/Progressive,-0.000235527
2011,East Cape,Conservative,0.004664186
2011,East Cape,Green,-0.010766049
2011,East Cape,Labour,-0.033269302
2011,East Cape,Mana,-0.001304546
2011,East Cape,Māori,-0.003865968
2011,East Cape,National,0.0171214
2011,East Cape,NZ First,0.027956662
2011,East Cape,Other,-0.002166458
2011,East Cape,United,0.00284651
2011,East Coast Bays,ACT,0.005117171
2011,East Coast Bays,Alliance/Progressive,-0.000135587
2011,East Coast Bays,Conservative,0.011758005
2011,East Coast Bays,Green,-0.025985813
2011,East Coast Bays,Labour,-0.130217132
2011,East Coast Bays,Mana,-0.009006426
2011,East Coast Bays,Māori,-0.010168028
2011,East Coast Bays,National,0.185824181
2011,East Coast Bays,NZ First,-0.019862002
2011,East Coast Bays,Other,-0.005669119
2011,East Coast Bays,United,-0.00165525
2011,Epsom,ACT,0.014319661
2011,Epsom,Alliance/Progressive,-0.000235557
2011,Epsom,Conservative,-0.015140885
2011,Epsom,Green,0.013726518
2011,Epsom,Labour,-0.11390128
2011,Epsom,Mana,-0.008106166
2011,Epsom,Māori,-0.008067418
2011,Epsom,National,0.165687647
2011,Epsom,NZ First,-0.039059372
2011,Epsom,Other,-0.006368209
2011,Epsom,United,-0.00285494
2011,Glendene,ACT,-0.001682829
2011,Glendene,Alliance/Progressive,0.000164413
2011,Glendene,Conservative,-0.002641995
2011,Glendene,Green,-0.023785813
2011,Glendene,Labour,0.149782868
2011,Glendene,Mana,-0.005606426
2011,Glendene,Māori,-0.009168028
2011,Glendene,National,-0.107875819
2011,Glendene,NZ First,0.000737998
2011,Glendene,Other,0.002230881
2011,Glendene,United,-0.00215525
2011,Hamilton East,ACT,-0.000581829
2011,Hamilton East,Alliance/Progressive,-0.000335567
2011,Hamilton East,Conservative,0.007961425
2011,Hamilton East,Green,0.010026148
2011,Hamilton East,Labour,-0.02479237
2011,Hamilton East,Mana,-0.008006156
2011,Hamilton East,Māori,-0.008267438
2011,Hamilton East,National,0.034474526
2011,Hamilton East,NZ First,-0.011656631
2011,Hamilton East,Other,-0.000567629
2011,Hamilton East,United,0.00174552
2011,Hamilton West,ACT,-0.001682829
2011,Hamilton West,Alliance/Progressive,-0.000235587
2011,Hamilton West,Conservative,0.005458005
2011,Hamilton West,Green,-0.021385813
2011,Hamilton West,Labour,0.019282868
2011,Hamilton West,Mana,-0.007106426
2011,Hamilton West,Māori,-0.008468028
2011,Hamilton West,National,0.001424181
2011,Hamilton West,NZ First,0.010637998
2011,Hamilton West,Other,0.001030881
2011,Hamilton West,United,0.00104475
2011,Hauraki-Waikato,ACT,-0.008682829
2011,Hauraki-Waikato,Alliance/Progressive,-0.000435587
2011,Hauraki-Waikato,Conservative,-0.021941995
2011,Hauraki-Waikato,Green,-0.020685813
2011,Hauraki-Waikato,Labour,0.177582868
2011,Hauraki-Waikato,Mana,0.099393574
2011,Hauraki-Waikato,Māori,0.113031972
2011,Hauraki-Waikato,National,-0.388475819
2011,Hauraki-Waikato,NZ First,0.031337998
2011,Hauraki-Waikato,Other,0.022930881
2011,Hauraki-Waikato,United,-0.00405525
2011,Henderson,ACT,-0.002682039
2011,Henderson,Alliance/Progressive,-3.5537E-05
2011,Henderson,Conservative,0.000660695
2011,Henderson,Green,-0.034978352
2011,Henderson,Labour,0.118521962
2011,Henderson,Mana,-0.005305886
2011,Henderson,Māori,-0.008367448
2011,Henderson,National,-0.062535175
2011,Henderson,NZ First,-0.004155881
2011,Henderson,Other,0.001332561
2011,Henderson,United,-0.0024549
2011,Hutt South,ACT,-0.002882059
2011,Hutt South,Alliance/Progressive,6.4473E-05
2011,Hutt South,Conservative,-0.006239995
2011,Hutt South,Green,0.019127058
2011,Hutt South,Labour,0.043014411
2011,Hutt South,Mana,-0.007806136
2011,Hutt South,Māori,-0.008567468
2011,Hutt South,National,-0.027731695
2011,Hutt South,NZ First,-0.011456611
2011,Hutt South,Other,-0.003167889
2011,Hutt South,United,0.00564591
2011,Ikaroa-Rāwhiti,ACT,-0.008582829
2011,Ikaroa-Rāwhiti,Alliance/Progressive,-0.000435587
2011,Ikaroa-Rāwhiti,Conservative,-0.022341995
2011,Ikaroa-Rāwhiti,Green,-0.015385813
2011,Ikaroa-Rāwhiti,Labour,0.207782868
2011,Ikaroa-Rāwhiti,Mana,0.082593574
2011,Ikaroa-Rāwhiti,Māori,0.131931972
2011,Ikaroa-Rāwhiti,National,-0.409775819
2011,Ikaroa-Rāwhiti,NZ First,0.015637998
2011,Ikaroa-Rāwhiti,Other,0.023830881
2011,Ikaroa-Rāwhiti,United,-0.00525525
2011,Ilam,ACT,0.000617171
2011,Ilam,Alliance/Progressive,0.000164413
2011,Ilam,Conservative,-0.005641995
2011,Ilam,Green,0.019614187
2011,Ilam,Labour,-0.077417132
2011,Ilam,Mana,-0.009106426
2011,Ilam,Māori,-0.009368028
2011,Ilam,National,0.109424181
2011,Ilam,NZ First,-0.024662002
2011,Ilam,Other,-0.005069119
2011,Ilam,United,0.00144475
2011,Invercargill,ACT,0.003018531
2011,Invercargill,Alliance/Progressive,0.000464513
2011,Invercargill,Conservative,-0.005839955
2011,Invercargill,Green,-0.028877742
2011,Invercargill,Labour,0.003210431
2011,Invercargill,Mana,-0.008706226
2011,Invercargill,Māori,-0.009367548
2011,Invercargill,National,0.034874566
2011,Invercargill,NZ First,0.002044739
2011,Invercargill,Other,0.007133141
2011,Invercargill,United,0.00204555
2011,Kaikōura,ACT,0.000414971
2011,Kaikōura,Alliance/Progressive,6.4293E-05
2011,Kaikōura,Conservative,0.011450467
2011,Kaikōura,Green,0.000392191
2011,Kaikōura,Labour,-0.075556504
2011,Kaikōura,Mana,-0.009406686
2011,Kaikōura,Māori,-0.009868888
2011,Kaikōura,National,0.080414303
2011,Kaikōura,NZ First,-0.000374999
2011,Kaikōura,Other,-0.000472118
2011,Kaikōura,United,0.00294297
2011,Kaipara ki Mahurangi,ACT,0.004115701
2011,Kaipara ki Mahurangi,Alliance/Progressive,-0.000535587
2011,Kaipara ki Mahurangi,Conservative,0.028352546
2011,Kaipara ki Mahurangi,Green,-0.003396432
2011,Kaipara ki Mahurangi,Labour,-0.140830291
2011,Kaipara ki Mahurangi,Mana,-0.008306666
2011,Kaipara ki Mahurangi,Māori,-0.009568488
2011,Kaipara ki Mahurangi,National,0.135263757
2011,Kaipara ki Mahurangi,NZ First,-0.000168521
2011,Kaipara ki Mahurangi,Other,-0.003070359
2011,Kaipara ki Mahurangi,United,-0.00185566
2011,Kapiti,ACT,-0.004082829
2011,Kapiti,Alliance/Progressive,-0.000235587
2011,Kapiti,Conservative,-0.002441995
2011,Kapiti,Green,0.020914187
2011,Kapiti,Labour,-0.019417132
2011,Kapiti,Mana,-0.008206426
2011,Kapiti,Māori,-0.008468028
2011,Kapiti,National,0.035624181
2011,Kapiti,NZ First,-0.010762002
2011,Kapiti,Other,-0.004769119
2011,Kapiti,United,0.00184475
2011,Kenepuru,ACT,-0.004983389
2011,Kenepuru,Alliance/Progressive,-0.000135627
2011,Kenepuru,Conservative,-0.008543765
2011,Kenepuru,Green,0.001503078
2011,Kenepuru,Labour,0.114044222
2011,Kenepuru,Mana,-0.006606836
2011,Kenepuru,Māori,-0.008468598
2011,Kenepuru,National,-0.075615155
2011,Kenepuru,NZ First,-0.018966642
2011,Kenepuru,Other,0.000329301
2011,Kenepuru,United,0.00744341
2011,Māngere,ACT,-0.007482829
2011,Māngere,Alliance/Progressive,-0.000035587
2011,Māngere,Conservative,-0.010341995
2011,Māngere,Green,-0.072085813
2011,Māngere,Labour,0.428882868
2011,Māngere,Mana,-0.000806426
2011,Māngere,Māori,-0.008968028
2011,Māngere,National,-0.326075819
2011,Māngere,NZ First,-0.007762002
2011,Māngere,Other,0.008730881
2011,Māngere,United,-0.00405525
2011,Manurewa,ACT,-0.005882829
2011,Manurewa,Alliance/Progressive,0.000064413
2011,Manurewa,Conservative,-0.005241995
2011,Manurewa,Green,-0.071385813
2011,Manurewa,Labour,0.318482868
2011,Manurewa,Mana,-0.002606426
2011,Manurewa,Māori,-0.007368028
2011,Manurewa,National,-0.235575819
2011,Manurewa,NZ First,0.007937998
2011,Manurewa,Other,0.005630881
2011,Manurewa,United,-0.00405525
2011,Maungakiekie,ACT,0.001817171
2011,Maungakiekie,Alliance/Progressive,-0.000135587
2011,Maungakiekie,Conservative,-0.008741995
2011,Maungakiekie,Green,-0.014085813
2011,Maungakiekie,Labour,0.068782868
2011,Maungakiekie,Mana,-0.006906426
2011,Maungakiekie,Māori,-0.008168028
2011,Maungakiekie,National,-0.012775819
2011,Maungakiekie,NZ First,-0.014762002
2011,Maungakiekie,Other,-0.002969119
2011,Maungakiekie,United,-0.00205525
2011,Mt Albert,ACT,-0.000782829
2011,Mt Albert,Alliance/Progressive,-3.5587E-05
2011,Mt Albert,Conservative,-0.010141995
2011,Mt Albert,Green,0.061314187
2011,Mt Albert,Labour,0.082182868
2011,Mt Albert,Mana,-0.005106426
2011,Mt Albert,Māori,-0.008268028
2011,Mt Albert,National,-0.090175819
2011,Mt Albert,NZ First,-0.024262002
2011,Mt Albert,Other,-0.002369119
2011,Mt Albert,United,-0.00235525
2011,Mt Maunganui,ACT,-0.000482829
2011,Mt Maunganui,Alliance/Progressive,-0.000335587
2011,Mt Maunganui,Conservative,0.010458005
2011,Mt Maunganui,Green,-0.016385813
2011,Mt Maunganui,Labour,-0.132017132
2011,Mt Maunganui,Mana,-0.008106426
2011,Mt Maunganui,Māori,-0.008768028
2011,Mt Maunganui,National,0.095024181
2011,Mt Maunganui,NZ First,0.064337998
2011,Mt Maunganui,Other,-0.002969119
2011,Mt Maunganui,United,-0.00075525
2011,Mt Roskill,ACT,1.61111E-05
2011,Mt Roskill,Alliance/Progressive,-0.000235617
2011,Mt Roskill,Conservative,-0.000444575
2011,Mt Roskill,Green,-0.039792792
2011,Mt Roskill,Labour,0.147640862
2011,Mt Roskill,Mana,-0.008606636
2011,Mt Roskill,Māori,-0.010368408
2011,Mt Roskill,National,-0.073015415
2011,Mt Roskill,NZ First,-0.014167121
2011,Mt Roskill,Other,0.000829251
2011,Mt Roskill,United,-0.00185566
2011,Napier,ACT,0.000716041
2011,Napier,Alliance/Progressive,0.000464313
2011,Napier,Conservative,0.006854695
2011,Napier,Green,-0.013195452
2011,Napier,Labour,0.010354591
2011,Napier,Mana,-0.008206676
2011,Napier,Māori,-0.007968648
2011,Napier,National,0.021675116
2011,Napier,NZ First,-0.010467491
2011,Napier,Other,-0.000270639
2011,Napier,United,4.41501E-05
2011,Nelson,ACT,-0.003183569
2011,Nelson,Alliance/Progressive,-0.000135627
2011,Nelson,Conservative,0.000555325
2011,Nelson,Green,0.051498079
2011,Nelson,Labour,0.000755551
2011,Nelson,Mana,-0.008806616
2011,Nelson,Māori,-0.009468498
2011,Nelson,National,-0.022120505
2011,Nelson,NZ First,-0.011167421
2011,Nelson,Other,-0.001870479
2011,Nelson,United,0.00394376
2011,New Plymouth,ACT,0.000217171
2011,New Plymouth,Alliance/Progressive,-0.000235587
2011,New Plymouth,Conservative,-0.007041995
2011,New Plymouth,Green,-0.014785813
2011,New Plymouth,Labour,-0.020717132
2011,New Plymouth,Mana,-0.008506426
2011,New Plymouth,Māori,-0.007968028
2011,New Plymouth,National,0.064024181
2011,New Plymouth,NZ First,-0.001762002
2011,New Plymouth,Other,-0.001769119
2011,New Plymouth,United,-0.00145525
2011,North Shore,ACT,0.008517171
2011,North Shore,Alliance/Progressive,-0.000335587
2011,North Shore,Conservative,-0.003741995
2011,North Shore,Green,-0.002285813
2011,North Shore,Labour,-0.111017132
2011,North Shore,Mana,-0.009006426
2011,North Shore,Māori,-0.008268028
2011,North Shore,National,0.150724181
2011,North Shore,NZ First,-0.017262002
2011,North Shore,Other,-0.006169119
2011,North Shore,United,-0.00115525
2011,Northcote,ACT,0.004018631
2011,Northcote,Alliance/Progressive,-0.000235557
2011,Northcote,Conservative,-0.001239495
2011,Northcote,Green,-0.002375092
2011,Northcote,Labour,-0.02249214
2011,Northcote,Mana,-0.007706126
2011,Northcote,Māori,-0.008667478
2011,Northcote,National,0.050776156
2011,Northcote,NZ First,-0.008656331
2011,Northcote,Other,-0.003367909
2011,Northcote,United,-5.46599E-05
2011,Northland,ACT,0.005715541
2011,Northland,Alliance/Progressive,-0.000235617
2011,Northland,Conservative,0.024452936
2011,Northland,Green,0.006402588
2011,Northland,Labour,-0.09633474
2011,Northland,Mana,0.002192284
2011,Northland,Māori,-0.006068838
2011,Northland,National,0.027974486
2011,Northland,NZ First,0.035427919
2011,Northland,Other,0.001929141
2011,Northland,United,-0.0014557
2011,Ōtāhuhu,ACT,-0.004782249
2011,Ōtāhuhu,Alliance/Progressive,-0.000235557
2011,Ōtāhuhu,Conservative,-0.012040575
2011,Ōtāhuhu,Green,-0.078282683
2011,Ōtāhuhu,Labour,0.383548465
2011,Ōtāhuhu,Mana,-0.000905446
2011,Ōtāhuhu,Māori,-0.009567568
2011,Ōtāhuhu,National,-0.273656287
2011,Ōtāhuhu,NZ First,-0.006956161
2011,Ōtāhuhu,Other,0.007033131
2011,Ōtāhuhu,United,-0.00415507
2011,Pakuranga,ACT,0.007017171
2011,Pakuranga,Alliance/Progressive,0.000064413
2011,Pakuranga,Conservative,0.008358005
2011,Pakuranga,Green,-0.047485813
2011,Pakuranga,Labour,-0.091617132
2011,Pakuranga,Mana,-0.009506426
2011,Pakuranga,Māori,-0.010868028
2011,Pakuranga,National,0.160724181
2011,Pakuranga,NZ First,-0.009562002
2011,Pakuranga,Other,-0.005669119
2011,Pakuranga,United,-0.00145525
2011,Palmerston North,ACT,-0.002382829
2011,Palmerston North,Alliance/Progressive,0.000064413
2011,Palmerston North,Conservative,0.003958005
2011,Palmerston North,Green,-0.004785813
2011,Palmerston North,Labour,0.045182868
2011,Palmerston North,Mana,-0.008006426
2011,Palmerston North,Māori,-0.008768028
2011,Palmerston North,National,-0.012575819
2011,Palmerston North,NZ First,-0.010062002
2011,Palmerston North,Other,-0.002969119
2011,Palmerston North,United,0.00034475
2011,Papakura,ACT,0.002617171
2011,Papakura,Alliance/Progressive,-0.000235587
2011,Papakura,Conservative,0.005358005
2011,Papakura,Green,-0.048885813
2011,Papakura,Labour,-0.041217132
2011,Papakura,Mana,-0.006006426
2011,Papakura,Māori,-0.008768028
2011,Papakura,National,0.081024181
2011,Papakura,NZ First,0.019337998
2011,Papakura,Other,-0.001769119
2011,Papakura,United,-0.00145525
2011,Port Waikato,ACT,0.003812852
2011,Port Waikato,Alliance/Progressive,-0.000335647
2011,Port Waikato,Conservative,0.016945049
2011,Port Waikato,Green,-0.039406867
2011,Port Waikato,Labour,-0.112565088
2011,Port Waikato,Mana,-0.008007236
2011,Port Waikato,Māori,-0.007869917
2011,Port Waikato,National,0.128045075
2011,Port Waikato,NZ First,0.021411966
2011,Port Waikato,Other,-0.001673258
2011,Port Waikato,United,-0.000356929
2011,Rangitata,ACT,-0.000483839
2011,Rangitata,Alliance/Progressive,0.000164343
2011,Rangitata,Conservative,-0.002444375
2011,Rangitata,Green,-0.029793792
2011,Rangitata,Labour,-0.005443829
2011,Rangitata,Mana,-0.009806516
2011,Rangitata,Māori,-0.010768368
2011,Rangitata,National,0.062371046
2011,Rangitata,NZ First,-0.007967741
2011,Rangitata,Other,0.001629171
2011,Rangitata,United,0.0025439
2011,Rangitīkei,ACT,0.000716041
2011,Rangitīkei,Alliance/Progressive,-0.000135627
2011,Rangitīkei,Conservative,0.014353945
2011,Rangitīkei,Green,-0.027094062
2011,Rangitīkei,Labour,-0.005443829
2011,Rangitīkei,Mana,-0.008606636
2011,Rangitīkei,Māori,-0.008168628
2011,Rangitīkei,National,0.011476136
2011,Rangitīkei,NZ First,0.020829379
2011,Rangitīkei,Other,0.001129221
2011,Rangitīkei,United,0.00094406
2011,Remutaka,ACT,-0.004083479
2011,Remutaka,Alliance/Progressive,6.4353E-05
2011,Remutaka,Conservative,0.000255355
2011,Remutaka,Green,-0.013195452
2011,Remutaka,Labour,0.079247702
2011,Remutaka,Mana,-0.008006696
2011,Remutaka,Māori,-0.008568588
2011,Remutaka,National,-0.046518065
2011,Remutaka,NZ First,-0.001068431
2011,Remutaka,Other,-0.001570509
2011,Remutaka,United,0.00344381
2011,Rotorua,ACT,-0.002081979
2011,Rotorua,Alliance/Progressive,-0.000135547
2011,Rotorua,Conservative,0.005261155
2011,Rotorua,Green,-0.023377192
2011,Rotorua,Labour,-0.07419731
2011,Rotorua,Mana,-0.003705726
2011,Rotorua,Māori,-0.002266838
2011,Rotorua,National,0.060677146
2011,Rotorua,NZ First,0.038248359
2011,Rotorua,Other,-6.75788E-05
2011,Rotorua,United,0.00164551
2011,Selwyn,ACT,-0.000285918
2011,Selwyn,Alliance/Progressive,6.42331E-05
2011,Selwyn,Conservative,0.001649638
2011,Selwyn,Green,-0.003117753
2011,Selwyn,Labour,-0.125861099
2011,Selwyn,Mana,-0.009306846
2011,Selwyn,Māori,-0.010469138
2011,Selwyn,National,0.167933108
2011,Selwyn,NZ First,-0.016276728
2011,Selwyn,Other,-0.005572088
2011,Selwyn,United,0.001242591
2011,Southland,ACT,0.005713912
2011,Southland,Alliance/Progressive,6.4293E-05
2011,Southland,Conservative,0.002652226
2011,Southland,Green,-0.011505429
2011,Southland,Labour,-0.121647286
2011,Southland,Mana,-0.009606646
2011,Southland,Māori,-0.009868888
2011,Southland,National,0.161298126
2011,Southland,NZ First,-0.02007106
2011,Southland,Other,0.000427702
2011,Southland,United,0.00254305
2011,Taieri,ACT,-0.003382109
2011,Taieri,Alliance/Progressive,0.000864553
2011,Taieri,Conservative,-0.007440115
2011,Taieri,Green,0.002125358
2011,Taieri,Labour,0.064616571
2011,Taieri,Mana,-0.008806236
2011,Taieri,Māori,-0.010767688
2011,Taieri,National,-0.046633585
2011,Taieri,NZ First,0.007345269
2011,Taieri,Other,0.003032731
2011,Taieri,United,-0.00095475
2011,Takanini,ACT,-0.000283859
2011,Takanini,Alliance/Progressive,-3.5637E-05
2011,Takanini,Conservative,0.000855295
2011,Takanini,Green,-0.063390433
2011,Takanini,Labour,0.069148711
2011,Takanini,Mana,-0.006006896
2011,Takanini,Māori,-0.009168528
2011,Takanini,National,0.011276156
2011,Takanini,NZ First,0.002031259
2011,Takanini,Other,-0.001870479
2011,Takanini,United,-0.00255559
2011,Tāmaki,ACT,0.012819511
2011,Tāmaki,Alliance/Progressive,-0.000435577
2011,Tāmaki,Conservative,-0.011340505
2011,Tāmaki,Green,-0.024677322
2011,Tāmaki,Labour,-0.08159805
2011,Tāmaki,Mana,-0.007906146
2011,Tāmaki,Māori,-0.008967508
2011,Tāmaki,National,0.156186697
2011,Tāmaki,NZ First,-0.027558222
2011,Tāmaki,Other,-0.004568029
2011,Tāmaki,United,-0.00195485
2011,Tāmaki Makaurau,ACT,-0.009082679
2011,Tāmaki Makaurau,Alliance/Progressive,-0.000335567
2011,Tāmaki Makaurau,Conservative,-0.021541525
2011,Tāmaki Makaurau,Green,-0.015176372
2011,Tāmaki Makaurau,Labour,0.137823892
2011,Tāmaki Makaurau,Mana,0.124507095
2011,Tāmaki Makaurau,Māori,0.127546143
2011,Tāmaki Makaurau,National,-0.386267548
2011,Tāmaki Makaurau,NZ First,0.035148049
2011,Tāmaki Makaurau,Other,0.012833711
2011,Tāmaki Makaurau,United,-0.0054552
2011,Taranaki-King Country,ACT,0.003817171
2011,Taranaki-King Country,Alliance/Progressive,0.000164413
2011,Taranaki-King Country,Conservative,0.011758005
2011,Taranaki-King Country,Green,-0.025985813
2011,Taranaki-King Country,Labour,-0.110417132
2011,Taranaki-King Country,Mana,-0.007906426
2011,Taranaki-King Country,Māori,-0.006668028
2011,Taranaki-King Country,National,0.121624181
2011,Taranaki-King Country,NZ First,0.007737998
2011,Taranaki-King Country,Other,0.000830881
2011,Taranaki-King Country,United,0.00504475
2011,Taupō,ACT,0.000818311
2011,Taupō,Alliance/Progressive,-0.000235557
2011,Taupō,Conservative,0.010161645
2011,Taupō,Green,-0.034478302
2011,Taupō,Labour,-0.06939683
2011,Taupō,Mana,-0.006506006
2011,Taupō,Māori,-0.007467358
2011,Taupō,National,0.088079887
2011,Taupō,NZ First,0.018346369
2011,Taupō,Other,-0.002567829
2011,Taupō,United,0.00324567
2011,Tauranga,ACT,0.001518381
2011,Tauranga,Alliance/Progressive,-0.000235557
