Year,Electorate,Party,PVI
2020,Kapiti,ACT,-0.003332738
2020,Kapiti,Conservative,-0.004406172
2020,Kapiti,Green,0.018107853
2020,Kapiti,Labour,0.016308471
2020,Kapiti,Māori,-0.008365796
2020,Kapiti,National,-0.006720114
2020,Kapiti,NZ First,-0.004401785
2020,Kapiti,Opportunity,0.001356105
2020,Kapiti,Other,-0.008545824
2020,Kenepuru,ACT,-0.024330639
2020,Kenepuru,Conservative,-0.001806432
2020,Kenepuru,Green,0.014108253
2020,Kenepuru,Labour,0.083501751
2020,Kenepuru,Māori,-0.005966036
2020,Kenepuru,National,-0.063414444
2020,Kenepuru,NZ First,-0.003001925
2020,Kenepuru,Opportunity,0.007855455
2020,Kenepuru,Other,-0.006945984
2020,Māngere,ACT,-0.060022478
2020,Māngere,Conservative,0.003699799
2020,Māngere,Green,-0.038874717
2020,Māngere,Labour,0.266512336
2020,Māngere,Māori,-0.002863736
2020,Māngere,National,-0.162477113
2020,Māngere,NZ First,0.001605836
2020,Māngere,Opportunity,-0.010941465
2020,Māngere,Other,0.003361537
2020,Manurewa,ACT,-0.056329338
2020,Manurewa,Conservative,0.007290039
2020,Manurewa,Green,-0.047688597
2020,Manurewa,Labour,0.218116834
2020,Manurewa,Māori,-0.003567076
2020,Manurewa,National,-0.116322911
2020,Manurewa,NZ First,0.002494696
2020,Manurewa,Opportunity,-0.010343185
2020,Manurewa,Other,0.006349537
2020,Maungakiekie,ACT,-0.007932278
2020,Maungakiekie,Conservative,-0.004506162
2020,Maungakiekie,Green,0.009608703
2020,Maungakiekie,Labour,0.022607841
2020,Maungakiekie,Māori,-0.006965936
2020,Maungakiekie,National,-0.006320154
2020,Maungakiekie,NZ First,-0.004801745
2020,Maungakiekie,Opportunity,0.003155925
2020,Maungakiekie,Other,-0.004846194
2020,Mt Albert,ACT,-0.017725539
2020,Mt Albert,Conservative,-0.010404722
2020,Mt Albert,Green,0.089517462
2020,Mt Albert,Labour,0.015159746
2020,Mt Albert,Māori,-0.006965476
2020,Mt Albert,National,-0.060595396
2020,Mt Albert,NZ First,-0.007099645
2020,Mt Albert,Opportunity,0.007557735
2020,Mt Albert,Other,-0.009444164
2020,Mt Maunganui,ACT,0.023374461
2020,Mt Maunganui,Conservative,0.002395278
2020,Mt Maunganui,Green,-0.026482538
2020,Mt Maunganui,Labour,-0.068640254
2020,Mt Maunganui,Māori,-0.007865476
2020,Mt Maunganui,National,0.068604604
2020,Mt Maunganui,NZ First,0.003300355
2020,Mt Maunganui,Opportunity,0.003457735
2020,Mt Maunganui,Other,0.001855836
2020,Mt Roskill,ACT,-0.026415757
2020,Mt Roskill,Conservative,-0.002501441
2020,Mt Roskill,Green,0.000433145
2020,Mt Roskill,Labour,0.055870208
2020,Mt Roskill,Māori,-0.007964756
2020,Mt Roskill,National,-0.006545926
2020,Mt Roskill,NZ First,-0.005495584
2020,Mt Roskill,Opportunity,-0.002939865
2020,Mt Roskill,Other,-0.004440023
2020,Napier,ACT,0.007074461
2020,Napier,Conservative,-0.001804722
2020,Napier,Green,-0.019982538
2020,Napier,Labour,0.006759746
2020,Napier,Māori,-0.008765476
2020,Napier,National,0.026904604
2020,Napier,NZ First,-0.004399645
2020,Napier,Opportunity,-0.002342265
2020,Napier,Other,-0.003444164
2020,Nelson,ACT,0.006182612
2020,Nelson,Conservative,0.003497518
2020,Nelson,Green,0.012226483
2020,Nelson,Labour,0.040013391
2020,Nelson,Māori,-0.009565276
2020,Nelson,National,-0.048074814
2020,Nelson,NZ First,-0.006997765
2020,Nelson,Opportunity,0.002459475
2020,Nelson,Other,0.000258376
2020,New Plymouth,ACT,0.004166512
2020,New Plymouth,Conservative,0.000993288
2020,New Plymouth,Green,-0.031987138
2020,New Plymouth,Labour,-0.01518838
2020,New Plymouth,Māori,-0.006765956
2020,New Plymouth,National,0.046074607
2020,New Plymouth,NZ First,-0.003301895
2020,New Plymouth,Opportunity,0.002755965
2020,New Plymouth,Other,0.003252996
2020,North Shore,ACT,0.022584252
2020,North Shore,Conservative,-0.005703402
2020,North Shore,Green,0.004325693
2020,North Shore,Labour,-0.08539915
2020,North Shore,Māori,-0.009165236
2020,North Shore,National,0.087238717
2020,North Shore,NZ First,-0.006997765
2020,North Shore,Opportunity,0.003659595
2020,North Shore,Other,-0.010542704
2020,Northcote,ACT,-0.002732798
2020,Northcote,Conservative,-0.003506262
2020,Northcote,Green,0.006609003
2020,Northcote,Labour,-0.00338956
2020,Northcote,Māori,-0.009265706
2020,Northcote,National,0.022576957
2020,Northcote,NZ First,-0.006501575
2020,Northcote,Opportunity,0.003255915
2020,Northcote,Other,-0.007045974
2020,Northland,ACT,0.018855625
2020,Northland,Conservative,0.005390419
2020,Northland,Green,-0.017594616
2020,Northland,Labour,-0.059327677
2020,Northland,Māori,-0.007566276
2020,Northland,National,0.019050015
2020,Northland,NZ First,0.031588877
2020,Northland,Opportunity,-0.004944265
2020,Northland,Other,0.014547898
2020,Ōtāhuhu,ACT,-0.054425539
2020,Ōtāhuhu,Conservative,-0.001404722
2020,Ōtāhuhu,Green,-0.044882538
2020,Ōtāhuhu,Labour,0.237359746
2020,Ōtāhuhu,Māori,-0.005565476
2020,Ōtāhuhu,National,-0.124795396
2020,Ōtāhuhu,NZ First,-0.001899645
2020,Ōtāhuhu,Opportunity,-0.009642265
2020,Ōtāhuhu,Other,0.005255836
2020,Pakuranga,ACT,0.010883082
2020,Pakuranga,Conservative,-0.002703102
2020,Pakuranga,Green,-0.032377978
2020,Pakuranga,Labour,-0.08039865
2020,Pakuranga,Māori,-0.009665286
2020,Pakuranga,National,0.131943188
2020,Pakuranga,NZ First,-0.004897555
2020,Pakuranga,Opportunity,-0.005941365
2020,Pakuranga,Other,-0.006842334
2020,Palmerston North,ACT,-0.001532918
2020,Palmerston North,Conservative,0.003093078
2020,Palmerston North,Green,-0.005189817
2020,Palmerston North,Labour,0.029207181
2020,Palmerston North,Māori,-0.007165916
2020,Palmerston North,National,-0.021818604
2020,Palmerston North,NZ First,0.003497425
2020,Palmerston North,Opportunity,0.004655775
2020,Palmerston North,Other,-0.004746204
2020,Papakura,ACT,0.005058384
2020,Papakura,Conservative,0.002291039
2020,Papakura,Green,-0.039490237
2020,Papakura,Labour,-0.048729797
2020,Papakura,Māori,-0.007966196
2020,Papakura,National,0.098334158
2020,Papakura,NZ First,0.002294736
2020,Papakura,Opportunity,-0.007243805
2020,Papakura,Other,-0.004548283
2020,Port Waikato,ACT,0.031063822
2020,Port Waikato,Conservative,0.001693218
2020,Port Waikato,Green,-0.044685868
2020,Port Waikato,Labour,-0.09528037
2020,Port Waikato,Māori,-0.008365796
2020,Port Waikato,National,0.107668447
2020,Port Waikato,NZ First,0.003397435
2020,Port Waikato,Opportunity,-0.005743185
2020,Port Waikato,Other,0.010252296
2020,Rangitata,ACT,0.020384032
2020,Rangitata,Conservative,0.002397408
2020,Rangitata,Green,-0.047079448
2020,Rangitata,Labour,-0.01259187
2020,Rangitata,Māori,-0.010265346
2020,Rangitata,National,0.057935787
2020,Rangitata,NZ First,-0.005997665
2020,Rangitata,Opportunity,-0.005241295
2020,Rangitata,Other,0.000458396
2020,Rangitīkei,ACT,0.021274461
2020,Rangitīkei,Conservative,0.002895278
2020,Rangitīkei,Green,-0.037082538
2020,Rangitīkei,Labour,-0.010140254
2020,Rangitīkei,Māori,-0.007865476
2020,Rangitīkei,National,0.030404604
2020,Rangitīkei,NZ First,0.007300355
2020,Rangitīkei,Opportunity,-0.004342265
2020,Rangitīkei,Other,-0.002444164
2020,Remutaka,ACT,-0.015631508
2020,Remutaka,Conservative,0.008692518
2020,Remutaka,Green,-0.005889747
2020,Remutaka,Labour,0.083201781
2020,Remutaka,Māori,-0.007665866
2020,Remutaka,National,-0.061914594
2020,Remutaka,NZ First,0.003497425
2020,Remutaka,Opportunity,0.004155825
2020,Remutaka,Other,-0.008445834
2020,Rotorua,ACT,0.015783572
2020,Rotorua,Conservative,0.007897958
2020,Rotorua,Green,-0.030777818
2020,Rotorua,Labour,-0.03549416
2020,Rotorua,Māori,-0.002764596
2020,Rotorua,National,0.032133207
2020,Rotorua,NZ First,0.009903925
2020,Rotorua,Opportunity,0.000759305
2020,Rotorua,Other,0.002558606
2020,Selwyn,ACT,0.051787172
2020,Selwyn,Conservative,0.000697238
2020,Selwyn,Green,-0.029477688
2020,Selwyn,Labour,-0.07759837
2020,Selwyn,Māori,-0.010165336
2020,Selwyn,National,0.081538147
2020,Selwyn,NZ First,-0.005497615
2020,Selwyn,Opportunity,-0.002341005
2020,Selwyn,Other,-0.008942544
2020,Southland,ACT,0.051074461
2020,Southland,Conservative,-0.001904722
2020,Southland,Green,-0.024982538
2020,Southland,Labour,-0.107440254
2020,Southland,Māori,-0.010065476
2020,Southland,National,0.102804604
2020,Southland,NZ First,-0.005799645
2020,Southland,Opportunity,0.000757735
2020,Southland,Other,-0.004444164
2020,Taieri,ACT,-0.002210916
2020,Taieri,Conservative,-0.005302001
2020,Taieri,Green,-0.023971736
2020,Taieri,Labour,0.092877609
2020,Taieri,Māori,-0.010365236
2020,Taieri,National,-0.042753168
2020,Taieri,NZ First,0.000305576
2020,Taieri,Opportunity,-0.002339745
2020,Taieri,Other,-0.006240383
2020,Takanini,ACT,-0.030025539
2020,Takanini,Conservative,0.004595278
2020,Takanini,Green,-0.045082538
2020,Takanini,Labour,0.060259746
2020,Takanini,Māori,-0.007165476
2020,Takanini,National,0.034404604
2020,Takanini,NZ First,-0.005999645
2020,Takanini,Opportunity,-0.008942265
2020,Takanini,Other,-0.002044164
2020,Tāmaki,ACT,0.037685762
2020,Tāmaki,Conservative,-0.010903922
2020,Tāmaki,Green,-0.002274967
2020,Tāmaki,Labour,-0.098800491
2020,Tāmaki,Māori,-0.008465166
2020,Tāmaki,National,0.104740467
2020,Tāmaki,NZ First,-0.009398005
2020,Tāmaki,Opportunity,-0.001740945
2020,Tāmaki,Other,-0.010842734
2020,Tāmaki Makaurau,ACT,-0.064727659
2020,Tāmaki Makaurau,Conservative,0.003190859
2020,Tāmaki Makaurau,Green,0.026596546
2020,Tāmaki Makaurau,Labour,0.103239809
2020,Tāmaki Makaurau,Māori,0.115409129
2020,Tāmaki Makaurau,National,-0.222801615
2020,Tāmaki Makaurau,NZ First,0.016191957
2020,Tāmaki Makaurau,Opportunity,-0.004744305
2020,Tāmaki Makaurau,Other,0.027645278
2020,Taranaki-King Country,ACT,0.036674461
2020,Taranaki-King Country,Conservative,0.010095278
2020,Taranaki-King Country,Green,-0.030982538
2020,Taranaki-King Country,Labour,-0.115840254
2020,Taranaki-King Country,Māori,-0.006765476
2020,Taranaki-King Country,National,0.105204604
2020,Taranaki-King Country,NZ First,0.002100355
2020,Taranaki-King Country,Opportunity,-0.003142265
2020,Taranaki-King Country,Other,0.002655836
2020,Taupō,ACT,0.022384232
2020,Taupō,Conservative,0.000997268
2020,Taupō,Green,-0.040178758
2020,Taupō,Labour,-0.04649526
2020,Taupō,Māori,-0.007865106
2020,Taupō,National,0.071637157
2020,Taupō,NZ First,0.001803115
2020,Taupō,Opportunity,-0.001640935
2020,Taupō,Other,-0.000641714
2020,Tauranga,ACT,0.015065422
2020,Tauranga,Conservative,0.009992388
2020,Tauranga,Green,-0.027587578
2020,Tauranga,Labour,-0.07718218
2020,Tauranga,Māori,-0.007465886
2020,Tauranga,National,0.072371977
2020,Tauranga,NZ First,0.010496725
2020,Tauranga,Opportunity,0.002455995
2020,Tauranga,Other,0.001853136
2020,Te Tai Hauāuru,ACT,-0.063324339
2020,Te Tai Hauāuru,Conservative,-0.003303162
2020,Te Tai Hauāuru,Green,-0.010875827
2020,Te Tai Hauāuru,Labour,0.113920782
2020,Te Tai Hauāuru,Māori,0.142949976
2020,Te Tai Hauāuru,National,-0.223992406
2020,Te Tai Hauāuru,NZ First,0.009303865
2020,Te Tai Hauāuru,Opportunity,-0.005041275
2020,Te Tai Hauāuru,Other,0.040362387
2020,Te Tai Tokerau,ACT,-0.062225539
2020,Te Tai Tokerau,Conservative,0.000295278
2020,Te Tai Tokerau,Green,-0.004482538
2020,Te Tai Tokerau,Labour,0.104159746
2020,Te Tai Tokerau,Māori,0.090234524
2020,Te Tai Tokerau,National,-0.217795396
2020,Te Tai Tokerau,NZ First,0.045200355
2020,Te Tai Tokerau,Opportunity,-0.004942265
2020,Te Tai Tokerau,Other,0.049555836
2020,Te Tai Tonga,ACT,-0.046925539
2020,Te Tai Tonga,Conservative,-0.004104722
2020,Te Tai Tonga,Green,0.037417462
2020,Te Tai Tonga,Labour,0.089959746
2020,Te Tai Tonga,Māori,0.073334524
2020,Te Tai Tonga,National,-0.196295396
2020,Te Tai Tonga,NZ First,0.008200355
2020,Te Tai Tonga,Opportunity,0.003257735
2020,Te Tai Tonga,Other,0.035155836
2020,Tukituki,ACT,0.012156964
2020,Tukituki,Conservative,0.005390419
2020,Tukituki,Green,-0.024293276
2020,Tukituki,Labour,-0.015336475
2020,Tukituki,Māori,-0.007666256
2020,Tukituki,National,0.040645696
2020,Tukituki,NZ First,-0.005303744
2020,Tukituki,Opportunity,-0.004144425
2020,Tukituki,Other,-0.001448903
2020,Upper Harbour,ACT,0.010265902
2020,Upper Harbour,Conservative,0.000793308
2020,Upper Harbour,Green,-0.024087928
2020,Upper Harbour,Labour,-0.06328357
2020,Upper Harbour,Māori,-0.008465786
2020,Upper Harbour,National,0.095469667
2020,Upper Harbour,NZ First,-0.006701555
2020,Upper Harbour,Opportunity,0.000156225
2020,Upper Harbour,Other,-0.004146264
2020,Waiariki,ACT,-0.066026469
2020,Waiariki,Conservative,0.012592128
2020,Waiariki,Green,-0.019388397
2020,Waiariki,Labour,0.101099991
2020,Waiariki,Māori,0.163317036
2020,Waiariki,National,-0.230397746
2020,Waiariki,NZ First,0.010296745
2020,Waiariki,Opportunity,-0.006043155
2020,Waiariki,Other,0.034549867
2020,Waikato,ACT,0.029174461
2020,Waikato,Conservative,0.009695278
2020,Waikato,Green,-0.042982538
2020,Waikato,Labour,-0.104140254
2020,Waikato,Māori,-0.008065476
2020,Waikato,National,0.120904604
2020,Waikato,NZ First,0.001100355
2020,Waikato,Opportunity,-0.002442265
2020,Waikato,Other,-0.003244164
2020,Waimakariri,ACT,0.016983692
2020,Waimakariri,Conservative,0.012398408
2020,Waimakariri,Green,-0.031677908
2020,Waimakariri,Labour,-0.00329094
2020,Waimakariri,Māori,-0.009965316
2020,Waimakariri,National,0.029032897
2020,Waimakariri,NZ First,-0.004697535
2020,Waimakariri,Opportunity,-0.005641335
2020,Waimakariri,Other,-0.003141964
2020,Wairarapa,ACT,0.016765252
2020,Wairarapa,Conservative,0.000193368
2020,Wairarapa,Green,-0.025987738
2020,Wairarapa,Labour,-0.01858804
2020,Wairarapa,Māori,-0.008865746
2020,Wairarapa,National,0.035475667
2020,Wairarapa,NZ First,0.008496925
2020,Wairarapa,Opportunity,-0.004043355
2020,Wairarapa,Other,-0.003446334
2020,Waitākere,ACT,-0.010731998
2020,Waitākere,Conservative,-0.005306082
2020,Waitākere,Green,0.034306233
2020,Waitākere,Labour,0.045105591
2020,Waitākere,Māori,-0.006465986
2020,Waitākere,National,-0.051115674
2020,Waitākere,NZ First,-0.001402085
2020,Waitākere,Opportunity,-0.002143545
2020,Waitākere,Other,-0.002246454
2020,Waitaki,ACT,0.040474461
2020,Waitaki,Conservative,0.001995278
2020,Waitaki,Green,-0.021682538
2020,Waitaki,Labour,-0.058340254
2020,Waitaki,Māori,-0.010365476
2020,Waitaki,National,0.056804604
2020,Waitaki,NZ First,-0.006099645
2020,Waitaki,Opportunity,-0.001942265
2020,Waitaki,Other,-0.000844164
2020,Wellington Bays,ACT,-0.036121619
2020,Wellington Bays,Conservative,-0.012504082
2020,Wellington Bays,Green,0.175142774
2020,Wellington Bays,Labour,0.011010491
2020,Wellington Bays,Māori,-0.007065026
2020,Wellington Bays,National,-0.124882495
2020,Wellington Bays,NZ First,-0.007697835
2020,Wellington Bays,Opportunity,0.014760705
2020,Wellington Bays,Other,-0.012642914
2020,Wellington North,ACT,-0.020930979
2020,Wellington North,Conservative,-0.012705342
2020,Wellington North,Green,0.185791085
2020,Wellington North,Labour,-0.05128477
2020,Wellington North,Māori,-0.006865946
2020,Wellington North,National,-0.084312355
2020,Wellington North,NZ First,-0.013800845
2020,Wellington North,Opportunity,0.019954245
2020,Wellington North,Other,-0.015845094
2020,West Coast-Tasman,ACT,0.021764752
2020,West Coast-Tasman,Conservative,-0.000306582
2020,West Coast-Tasman,Green,0.003909273
2020,West Coast-Tasman,Labour,-0.02618728
2020,West Coast-Tasman,Māori,-0.009565676
2020,West Coast-Tasman,National,-0.003320454
2020,West Coast-Tasman,NZ First,0.003597415
2020,West Coast-Tasman,Opportunity,-0.002243535
2020,West Coast-Tasman,Other,0.012352086
2020,Whanganui,ACT,0.005390604
2020,Whanganui,Conservative,0.002299519
2020,Whanganui,Green,-0.028672676
2020,Whanganui,Labour,0.012861606
2020,Whanganui,Māori,-0.005964356
2020,Whanganui,National,0.009457274
2020,Whanganui,NZ First,0.007306976
2020,Whanganui,Opportunity,-0.004940265
2020,Whanganui,Other,0.002261317
2020,Whangaparāoa,ACT,0.028974461
2020,Whangaparāoa,Conservative,0.005595278
2020,Whangaparāoa,Green,-0.030282538
2020,Whangaparāoa,Labour,-0.094540254
2020,Whangaparāoa,Māori,-0.009765476
2020,Whangaparāoa,National,0.110404604
2020,Whangaparāoa,NZ First,-0.003399645
2020,Whangaparāoa,Opportunity,-0.003342265
2020,Whangaparāoa,Other,-0.003644164
2020,Whangārei,ACT,0.007074461
2020,Whangārei,Conservative,0.006195278
2020,Whangārei,Green,-0.016482538
2020,Whangārei,Labour,-0.028440254
2020,Whangārei,Māori,-0.008265476
2020,Whangārei,National,0.006304604
2020,Whangārei,NZ First,0.025700355
2020,Whangārei,Opportunity,-0.000142265
2020,Whangārei,Other,0.008055836
2020,Wigram,ACT,-0.007732298
2020,Wigram,Conservative,0.001293258
2020,Wigram,Green,0.000809583
2020,Wigram,Labour,0.026707431
2020,Wigram,Māori,-0.008865746
2020,Wigram,National,-0.010919694
2020,Wigram,NZ First,-0.006301595
2020,Wigram,Opportunity,0.007255515
2020,Wigram,Other,-0.002246454
2023,Auckland Central,ACT,0.002461198
2023,Auckland Central,Conservative,-0.005936873
2023,Auckland Central,Green,0.133721232
2023,Auckland Central,Labour,-0.034221476
2023,Auckland Central,Māori,-0.014628946
2023,Auckland Central,National,-0.056308343
2023,Auckland Central,NZ First,-0.024313472
2023,Auckland Central,Opportunity,0.012713575
2023,Auckland Central,Other,-0.013486896
2023,Banks Peninsula,ACT,-0.007130921
2023,Banks Peninsula,Conservative,0.000864007
2023,Banks Peninsula,Green,0.080840854
2023,Banks Peninsula,Labour,-0.002294943
2023,Banks Peninsula,Māori,-0.022828166
2023,Banks Peninsula,National,-0.060176499
2023,Banks Peninsula,NZ First,-0.007108131
2023,Banks Peninsula,Opportunity,0.026218406
2023,Banks Peninsula,Other,-0.008384606
2023,Botany,ACT,0.002370029
2023,Botany,Conservative,-0.002136293
2023,Botany,Green,-0.056872917
2023,Botany,Labour,-0.124807194
2023,Botany,Māori,-0.027328616
2023,Botany,National,0.257955314
2023,Botany,NZ First,-0.029910412
2023,Botany,Opportunity,-0.009385155
2023,Botany,Other,-0.009884756
2023,Christchurch Central,ACT,-0.019432151
2023,Christchurch Central,Conservative,-0.001836263
2023,Christchurch Central,Green,0.078640634
2023,Christchurch Central,Labour,0.017006987
2023,Christchurch Central,Māori,-0.020727956
2023,Christchurch Central,National,-0.0671772
2023,Christchurch Central,NZ First,-0.008808301
2023,Christchurch Central,Opportunity,0.030618846
2023,Christchurch Central,Other,-0.008284596
2023,Christchurch East,ACT,-0.016731881
2023,Christchurch East,Conservative,0.004364357
2023,Christchurch East,Green,0.036136384
2023,Christchurch East,Labour,0.073412628
2023,Christchurch East,Māori,-0.019927876
2023,Christchurch East,National,-0.09748023
2023,Christchurch East,NZ First,0.006893269
2023,Christchurch East,Opportunity,0.013217105
2023,Christchurch East,Other,0.000116244
2023,Coromandel,ACT,0.032549349
2023,Coromandel,Conservative,-0.000637603
2023,Coromandel,Green,-0.037586547
2023,Coromandel,Labour,-0.072141024
2023,Coromandel,Māori,-0.022929716
2023,Coromandel,National,0.049648832
2023,Coromandel,NZ First,0.043276149
2023,Coromandel,Opportunity,-0.011287505
